,p,BIC,AIC,HQC
0,0,-2.364030960225505,-2.447656334185467,-2.4138007749080534
1,1,-2.3808157451384617,-2.4815234238635,-2.440748077596916
2,2,-2.3994083807294775,-2.5173207885307316,-2.4695747368855656
3,3,-2.3776077284205286,-2.512848772520213,-2.4580804957314104
4,4,-2.3525470567405273,-2.5052421523043296,-2.44339951964808
5,5,-2.4108103920184236,-2.5810864877276716,-2.5121167477501793
6,6,-2.395247018038952,-2.5832326222166646,-2.5070823927705614
7,7,-2.3648204005372633,-2.5706456078426374,-2.487260865926685
8,8,-2.3735297354218976,-2.597326254128224,-2.506652325525861
9,9,-2.342146218836214,-2.58404739870768,-2.4860289474198463
10,10,-2.3259282127673386,-2.5860690735506613,-2.4806500910182407
11,11,-2.324737179181925,-2.60325443972924,-2.490378233840343
12,12,-2.3749218665333274,-2.6719539745732876,-2.5515631584504748
13,13,-2.356581452206436,-2.672268614781002,-2.544305095343456
14,14,-2.3246963071789803,-2.65918052176392,-2.5235854880594317
15,15,-2.293342619524718,-2.646767705852434,-2.5034816171539647
16,16,-2.2605656952835504,-2.633077327887408,-2.482039901548864
17,17,-2.2472527385193333,-2.6389984800193145,-2.48014867908504
18,18,-2.262638010130586,-2.673767345280687,-2.5070433658430664
19,19,-2.2468765309568965,-2.6775409014753815,-2.5028801597748043
20,20,-2.2129432371028157,-2.6632960773070984,-2.4806351965684152
21,21,-2.1758218401562273,-2.6460186134248636,-2.4552934104243276
22,22,-2.1383851803161336,-2.628583416401147,-2.4297288877577037
23,23,-2.1066840663178876,-2.617043399531401,-2.40999370771605
24,24,-2.072933907261966,-2.6036161155619086,-2.3883045746187253
25,25,-2.042402386623209,-2.5935714316236753,-2.3699304925959477
26,26,-2.023556055097445,-2.5953781230301396,-2.363339359084927
27,27,-1.983716113377475,-2.576359657031548,-2.3358537482758344
28,28,-1.9454206573697421,-2.5590564390382395,-2.310013157019706
29,29,-1.9383941976391736,-2.5731953331012676,-2.3155435249865772
30,30,-1.9292757389323758,-2.5854177425015266,-2.31908531492486
31,31,-1.903603028462196,-2.5812638591314134,-2.306177761705861
32,32,-1.8624604865793253,-2.5618205952957602,-2.277906803780029
33,33,-1.8252519152594744,-2.5464942933616643,-2.25367779247442
34,34,-1.787173209003736,-2.5304834378559766,-2.2286882037299973
35,35,-1.7620872621449686,-2.5276535640044626,-2.216802546272648
36,36,-1.7231494876007156,-2.511162777754384,-2.19117788125952
37,37,-1.7096738680531511,-2.520327808262269,-2.191129874382323
38,38,-1.7046354483036132,-2.5381265015957624,-2.1996352891763493
39,39,-1.6673006757779059,-2.523828162627113,-2.175962328512643
40,40,-1.624591017176641,-2.5043571731140073,-2.147034252268919
41,41,-1.5848943175104468,-2.488104352209062,-2.121240737420414
42,42,-1.5464345781428788,-2.473296736022363,-2.096807657174959
43,43,-1.5337754974662154,-2.4845011198638423,-2.098300622778964
44,44,-1.5123756592961695,-2.4871792482531925,-2.091180173081921
45,45,-1.4643200989809946,-2.4634193826945454,-2.0575333418565735
46,46,-1.4563066642289224,-2.479922664221649,-2.064060019880425
47,47,-1.4244695312386604,-2.4728266313001632,-2.0468964723651406
48,48,-1.387126762253132,-2.4604527792092004,-2.0243628978559425
49,49,-1.3744851857859497,-2.473011442153649,-2.0266683098525045
50,50,-1.3255677643169526,-2.4495291629057094,-1.9928379059497916
