,p,BIC,AIC,HQC
0,0,-2.335828496171551,-2.4194538701315134,-2.3855983108540997
1,1,-2.3455705729081853,-2.446278251633224,-2.4055029053666397
2,2,-2.3700586206464385,-2.4879710284476926,-2.4402249768025266
3,3,-2.3478953537670098,-2.4831363978666943,-2.4283681210778916
4,4,-2.322033337031743,-2.4747284325955454,-2.412885799939296
5,5,-2.3886450679553226,-2.55892116366457,-2.489951423687078
6,6,-2.374419472360492,-2.5624050765382047,-2.4862548470921015
7,7,-2.34403979521637,-2.549865002521744,-2.466480260605792
8,8,-2.3519804568340037,-2.57577697554033,-2.485103046937967
9,9,-2.318444213903783,-2.560345393775249,-2.4623269424874152
10,10,-2.30666889363089,-2.5668097544142126,-2.461390771881792
11,11,-2.303857140640237,-2.5823744011875513,-2.4694981952986543
12,12,-2.363784283171534,-2.660816391211495,-2.540425575088682
13,13,-2.345539625919932,-2.6612267884944982,-2.5332632690569516
14,14,-2.3153387502796425,-2.6498229648645824,-2.514227931160094
15,15,-2.2818261210179522,-2.635251207345668,-2.4919651186471987
16,16,-2.2482678990535367,-2.6207795316573947,-2.4697421053188506
17,17,-2.2373369497428004,-2.6290826912427816,-2.470232890308507
18,18,-2.2463283661416313,-2.657457701291732,-2.4907337218541112
19,19,-2.235144836085761,-2.665809206604246,-2.491148464903669
20,20,-2.2050138624604245,-2.655366702664707,-2.4727058219260236
21,21,-2.1704186049157386,-2.640615378184375,-2.449890175183839
22,22,-2.132979056959025,-2.623177293044038,-2.4243227644005954
23,23,-2.0988249872449476,-2.609184320458461,-2.40213462864311
24,24,-2.0733117954926925,-2.603994003792635,-2.3886824628494514
25,25,-2.039357162548617,-2.5905262075490842,-2.366885268521356
26,26,-2.0177717898768854,-2.58959385780958,-2.3575550938643675
27,27,-1.9788085712898262,-2.571452114943899,-2.3309462061881856
28,28,-1.9398861654129904,-2.553521947081488,-2.3044786650629545
29,29,-1.9256011391294559,-2.56040227459155,-2.3027504664768594
30,30,-1.899932345388927,-2.5560743489580777,-2.289741921381411
31,31,-1.8918266328676672,-2.5694874635368845,-2.294401366111332
32,32,-1.8494448127908654,-2.5488049215073003,-2.264891129991569
33,33,-1.8116466415254828,-2.5328890196276728,-2.2400725187404285
34,34,-1.7746763847111622,-2.517986613563403,-2.2161913794374235
35,35,-1.7416977467340984,-2.5072640485935924,-2.1964130308617777
36,36,-1.70211159867165,-2.490124888825318,-2.1701399923304545
37,37,-1.7038811527153586,-2.5145350929244765,-2.185337159044531
38,38,-1.6978113960294376,-2.531302449321587,-2.1928112369021737
39,39,-1.6653482879045847,-2.521875774753792,-2.174009940639322
40,40,-1.6244830909661678,-2.5042492469035347,-2.1469263260584457
41,41,-1.5841457438506288,-2.4873557785492437,-2.120492163760596
42,42,-1.5447163173908403,-2.4715784752703245,-2.095089396422921
43,43,-1.5355742323855928,-2.4862998547832196,-2.1000993576983413
44,44,-1.5144614040642221,-2.489264993021245,-2.0932659178499735
45,45,-1.4691580895577727,-2.4682573732713236,-2.0623713324333517
46,46,-1.4515199203921376,-2.475135920384864,-2.0592732760436405
47,47,-1.4252010278361031,-2.473558127897606,-2.0476279689625834
48,48,-1.394612584125544,-2.4679386010816122,-2.0318487197283543
49,49,-1.389456619458012,-2.487982875825711,-2.0416397435245672
50,50,-1.3386632826164633,-2.46262468120522,-2.005933424249302
