,p,BIC,AIC,HQC
0,0,-11.126338698711114,-11.193238997879085,-11.166154550457154
1,1,-11.142510316086339,-11.226433381690537,-11.192453926468383
2,2,-11.131284819459285,-11.232352597574646,-11.191427410450219
3,3,-11.146025008968758,-11.264360922555982,-11.21643868036578
4,4,-11.120910665172392,-11.256639639006883,-11.201668409979106
5,5,-11.107249021828796,-11.26049750796712,-11.198424741987376
6,6,-11.176735334261801,-11.347631338059722,-11.278403856745083
7,7,-11.150150213997554,-11.338823320694146,-11.26238730727119
8,8,-11.158911673804145,-11.365493075686908,-11.281794064669342
9,9,-11.133331949230929,-11.35795447339729,-11.266937340058588
10,10,-11.120508020405778,-11.36330615713688,-11.264915106773287
11,11,-11.105717180053896,-11.366827111817004,-11.261005668796162
12,12,-11.115656200812973,-11.395215831909406,-11.2819068284997
13,13,-11.143439887919106,-11.441588874795084,-11.320734439770735
14,14,-11.122413547217313,-11.439293329455678,-11.310834876472477
15,15,-11.101167056239085,-11.436920888250414,-11.300799103986868
16,16,-11.074250840869674,-11.42902382430192,-11.285178656360449
17,17,-11.04208263704574,-11.416021753932085,-11.264392398494824
18,18,-11.040733709113981,-11.433987855779295,-11.274512745012874
19,19,-11.049233316222471,-11.461953337969353,-11.294570127172967
20,20,-11.019170998538012,-11.451509725134123,-11.276155279624987
21,21,-10.982888828584336,-11.43500111057341,-11.251611492303665
22,22,-10.949959139163585,-11.422001885023228,-11.230512338922134
23,23,-10.914535168700024,-11.406667382870198,-11.207012322905396
24,24,-10.888287178497166,-11.400670000304006,-11.192782995255415
25,25,-10.865951599757935,-11.398748343258385,-11.182562102198249
26,26,-10.841335564708494,-11.39471175948207,-11.170158116954445
27,27,-10.808264310734407,-11.38238774364929,-11.14939764454219
28,28,-10.773922688153398,-11.36896344613497,-11.12746693023821
29,29,-10.739511692348644,-11.355642206179501,-11.105568392421125
30,30,-10.730306812466043,-11.367701901647505,-11.1089789720016
31,31,-10.70359423755489,-11.362431156261074,-11.094986339319565
32,32,-10.663679283458423,-11.344137767614955,-11.067897321815865
33,33,-10.634383686749121,-11.336646002269674,-11.0515351987742
34,34,-10.591147656089975,-11.315398648304978,-11.021341753515562
35,35,-10.576997469193637,-11.323424613506644,-11.020344871218125
36,36,-10.545511539964842,-11.314304993773298,-11.00212460694904
37,37,-10.518694328683662,-11.310046984602087,-10.9886870967669
38,38,-10.511461750969723,-11.325569291394613,-10.994949967636115
39,39,-10.493171465641238,-11.330232418698419,-10.990272626268368
40,40,-10.451384634528306,-11.311600431444843,-10.962218019951868
41,41,-10.413939072349056,-11.297514106293354,-10.938625787478372
42,42,-10.370029937539508,-11.277171623974748,-10.908692951060267
43,43,-10.327899553574682,-11.258818392172358,-10.880663738776748
44,44,-10.364274435902502,-11.319184074064484,-10.931266612672218
45,45,-10.320447681600397,-11.299564979639678,-10.901796659618464
46,46,-10.301835085900253,-11.30538018393234,-10.897671709088002
47,47,-10.260622419611181,-11.288818806209964,-10.871079611869845
48,48,-10.244284156228552,-11.29735873890243,-10.869496968518101
49,49,-10.214281492555449,-11.292464670101523,-10.85438715136151
50,50,-10.17758579222413,-11.281111529020365,-10.832723749463646
