,p,BIC,AIC,HQC
0,0,-11.136379818450562,-11.203280117618533,-11.176195670196602
1,1,-11.151256899680424,-11.235179965284622,-11.201200510062469
2,2,-11.140184114717398,-11.241251892832759,-11.200326705708331
3,3,-11.155310555574841,-11.273646469162065,-11.225724226971863
4,4,-11.129813750959181,-11.265542724793672,-11.210571495765896
5,5,-11.116177213238892,-11.269425699377216,-11.207352933397472
6,6,-11.189853561755303,-11.360749565553224,-11.291522084238585
7,7,-11.163467204441794,-11.352140311138387,-11.275704297715432
8,8,-11.172363197027181,-11.378944598909944,-11.295245587892378
9,9,-11.146320003768526,-11.370942527934888,-11.279925394596185
10,10,-11.134086317220838,-11.37688445395194,-11.278493403588348
11,11,-11.118911029028057,-11.380020960791166,-11.274199517770324
12,12,-11.126928440668047,-11.40648807176448,-11.293179068354775
13,13,-11.15886809898496,-11.457017085860938,-11.33616265083659
14,14,-11.137848380705154,-11.45472816294352,-11.326269709960318
15,15,-11.116067599138725,-11.451821431150055,-11.31569964688651
16,16,-11.088484089448684,-11.44325707288093,-11.29941190493946
17,17,-11.05619429369663,-11.430133410582975,-11.278504055145714
18,18,-11.05742601124967,-11.450680157914983,-11.291205047148562
19,19,-11.064975304391574,-11.477695326138456,-11.31031211534207
20,20,-11.033269302468169,-11.46560802906428,-11.290253583555144
21,21,-10.996667784116298,-11.448780066105371,-11.265390447835626
22,22,-10.963631547010907,-11.43567429287055,-11.244184746769456
23,23,-10.929280559143656,-11.42141277331383,-11.221757713349028
24,24,-10.898789803232011,-11.411172625038851,-11.203285619990261
25,25,-10.877406080626885,-11.410202824127335,-11.1940165830672
26,26,-10.853932310084762,-11.407308504858337,-11.182754862330713
27,27,-10.818308660034933,-11.392432092949816,-11.159441993842718
28,28,-10.784116930381547,-11.37915768836312,-11.13766117246636
29,29,-10.74961647632085,-11.365746990151708,-11.115673176393331
30,30,-10.739323646525488,-11.37671873570695,-11.117995806061044
31,31,-10.71561562099992,-11.374452539706104,-11.107007722764594
32,32,-10.6752864091523,-11.355744893308831,-11.079504447509741
33,33,-10.649057568751951,-11.351319884272504,-11.06620908077703
34,34,-10.606047538605768,-11.330298530820771,-11.036241636031356
35,35,-10.591405010318523,-11.33783215463153,-11.03475241234301
36,36,-10.56209230303477,-11.330885756843227,-11.018705370018969
37,37,-10.540220846073282,-11.331573501991707,-11.010213614156521
38,38,-10.536850949203421,-11.350958489628312,-11.020339165869814
39,39,-10.516717148583322,-11.353778101640502,-11.013818309210452
40,40,-10.476981764453974,-11.33719756137051,-10.987815149877536
41,41,-10.440326430918374,-11.323901464862672,-10.96501314604769
42,42,-10.396518167056442,-11.303659853491682,-10.935181180577201
43,43,-10.358176450772076,-11.289095289369753,-10.910940635974143
44,44,-10.378396369959745,-11.333306008121728,-10.945388546729461
45,45,-10.334500757453437,-11.313618055492718,-10.915849735471504
46,46,-10.313540654014082,-11.317085752046168,-10.90937727720183
47,47,-10.271321440750778,-11.299517827349561,-10.881778633009443
48,48,-10.250979455640422,-11.3040540383143,-10.876192267929971
49,49,-10.223387127536073,-11.301570305082148,-10.863492786342135
50,50,-10.184987087094385,-11.288512823890619,-10.840125044333899
