,p,BIC,AIC,HQC
0,0,-11.13553711434611,-11.202437413514081,-11.17535296609215
1,1,-11.148988095336387,-11.232911160940585,-11.198931705718431
2,2,-11.137213704076034,-11.238281482191395,-11.197356295066967
3,3,-11.152903726777279,-11.271239640364502,-11.2233173981743
4,4,-11.128401606295704,-11.264130580130194,-11.209159351102418
5,5,-11.116650382912391,-11.269898869050715,-11.207826103070971
6,6,-11.184278591400695,-11.355174595198616,-11.285947113883976
7,7,-11.158054323359224,-11.346727430055816,-11.270291416632862
8,8,-11.169149043829707,-11.37573044571247,-11.292031434694904
9,9,-11.145327349281201,-11.369949873447563,-11.27893274010886
10,10,-11.131910919175,-11.374709055906102,-11.27631800554251
11,11,-11.117872257484525,-11.378982189247633,-11.273160746226791
12,12,-11.127308259221468,-11.406867890317901,-11.293558886908196
13,13,-11.151097427787288,-11.449246414663266,-11.328391979638917
14,14,-11.129760352086244,-11.446640134324609,-11.318181681341407
15,15,-11.108720546386232,-11.444474378397562,-11.308352594134016
16,16,-11.082117092197748,-11.436890075629995,-11.293044907688524
17,17,-11.049832768341368,-11.423771885227714,-11.272142529790452
18,18,-11.045944926368508,-11.439199073033821,-11.2797239622674
19,19,-11.054022535222387,-11.466742556969269,-11.299359346172883
20,20,-11.023518511553819,-11.45585723814993,-11.280502792640794
21,21,-10.986994564219744,-11.439106846208817,-11.255717227939073
22,22,-10.95416966985038,-11.426212415710022,-11.234722869608929
23,23,-10.919036997241047,-11.411169211411222,-11.21151415144642
24,24,-10.892657164832517,-11.405039986639357,-11.197152981590767
25,25,-10.87055752963459,-11.40335427313504,-11.187168032074904
26,26,-10.846024252979857,-11.399400447753433,-11.174846805225808
27,27,-10.813198098466293,-11.387321531381176,-11.154331432274077
28,28,-10.778845434155283,-11.373886192136856,-11.132389676240097
29,29,-10.744417053005362,-11.36054756683622,-11.110473753077843
30,30,-10.734426426846987,-11.371821516028449,-11.113098586382543
31,31,-10.707535943790035,-11.366372862496219,-11.09892804555471
32,32,-10.667493444434148,-11.34795192859068,-11.07171148279159
33,33,-10.637933605868048,-11.3401959213886,-11.055085117893126
34,34,-10.594716022869612,-11.318967015084615,-11.0249101202952
35,35,-10.581885003952108,-11.328312148265114,-11.025232405976595
36,36,-10.54884012972693,-11.317633583535386,-11.005453196711128
37,37,-10.521172107902457,-11.312524763820882,-10.991164875985696
38,38,-10.513718589680703,-11.327826130105594,-10.997206806347096
39,39,-10.495261922771432,-11.332322875828613,-10.992363083398562
40,40,-10.453537871422515,-11.313753668339052,-10.964371256846077
41,41,-10.416797931245153,-11.300372965189451,-10.94148464637447
42,42,-10.372885583945877,-11.280027270381117,-10.911548597466636
43,43,-10.330091678911364,-11.26101051750904,-10.88285586411343
44,44,-10.362283183185804,-11.317192821347787,-10.92927535995552
45,45,-10.317758711933564,-11.296876009972845,-10.89910768995163
46,46,-10.299234065845669,-11.302779163877755,-10.895070689033417
47,47,-10.257397848713108,-11.285594235311889,-10.86785504097177
48,48,-10.238666114381722,-11.2917406970556,-10.863878926671271
49,49,-10.208911086732765,-11.28709426427884,-10.849016745538828
50,50,-10.175285669028122,-11.278811405824356,-10.830423626267638
