,p,BIC,AIC,HQC
0,0,-5.814279675234505,-5.881179974402475,-5.854095526980543
1,1,-5.801097592777103,-5.885020658381302,-5.8510412031591486
2,2,-5.813361772263218,-5.914429550378579,-5.873504363254151
3,3,-5.791624214102627,-5.909960127689851,-5.862037885499649
4,4,-5.813300904825729,-5.9490298786602205,-5.894058649632443
5,5,-5.792512336757979,-5.945760822896301,-5.883688056916559
6,6,-5.848118690405094,-6.0190146942030145,-5.949787212888375
7,7,-5.85996154543425,-6.048634652130843,-5.972198638707887
8,8,-5.845179782051099,-6.051761183933862,-5.968062172916296
9,9,-5.91932867336097,-6.143951197527332,-6.052934064188628
10,10,-6.283837158661569,-6.526635295392671,-6.428244245029079
11,11,-6.45602886457836,-6.717138796341467,-6.611317353320626
12,12,-7.278298650324453,-7.557858281420887,-7.444549278011181
13,13,-7.250305287654665,-7.548454274530645,-7.427599839506295
14,14,-7.247347661823654,-7.564227444062018,-7.4357689910788185
15,15,-7.23117289668019,-7.56692672869152,-7.430804944427974
16,16,-7.220462647737428,-7.575235631169673,-7.431390463228203
17,17,-7.188956251582492,-7.562895368468837,-7.411266013031575
18,18,-7.175592960447347,-7.568847107112661,-7.409371996346241
19,19,-7.139038987499275,-7.551759009246156,-7.384375798449769
20,20,-7.115486581059292,-7.547825307655404,-7.372470862146267
21,21,-7.119989965653627,-7.5721022476427,-7.388712629372954
22,22,-7.096920301324959,-7.568963047184601,-7.377473501083508
23,23,-7.059165097636277,-7.551297311806451,-7.351642251841648
24,24,-7.115567116593819,-7.62794993840066,-7.420062933352069
25,25,-7.0875358256229735,-7.620332569123425,-7.4041463280632875
26,26,-7.068768748380199,-7.622144943153775,-7.39759130062615
27,27,-7.064896247363829,-7.639019680278713,-7.406029581171615
28,28,-7.048642287000331,-7.643683044981904,-7.402186529085145
29,29,-7.068619391107241,-7.684749904938097,-7.434676091179721
30,30,-7.0370471097755685,-7.6744421989570295,-7.415719269311125
31,31,-7.026163490234477,-7.685000408940661,-7.417555591999152
32,32,-7.024165991222719,-7.70462447537925,-7.42838402958016
33,33,-7.01024063772212,-7.712502953242673,-7.427392149747198
34,34,-6.971646474478421,-7.695897466693424,-7.401840571904009
35,35,-6.931543435723298,-7.6779705800363045,-7.3748908377477855
36,36,-6.949130328049868,-7.717923781858325,-7.405743395034067
37,37,-6.914747730176327,-7.706100386094751,-7.384740498259566
38,38,-6.883452467922943,-7.697560008347833,-7.366940684589336
39,39,-6.846446873813461,-7.683507826870641,-7.343548034440591
40,40,-6.832301717639361,-7.692517514555897,-7.343135103062921
41,41,-6.79142623850964,-7.675001272453938,-7.316112953638956
42,42,-6.753470472016295,-7.660612158451535,-7.292133485537055
43,43,-6.713330388543136,-7.644249227140813,-7.266094573745203
44,44,-6.698984887334489,-7.6538945254964705,-7.265977064104204
45,45,-6.664282163126725,-7.6433994611660045,-7.245631141144792
46,46,-6.632874994211878,-7.636420092243964,-7.228711617399627
47,47,-6.5910824673506125,-7.619278853949394,-7.201539659609276
48,48,-6.6511816646426585,-7.704256247316537,-7.276394476932208
49,49,-6.601941488385243,-7.680124665931317,-7.242047147191306
50,50,-6.554899826242507,-7.65842556303874,-7.210037783482021
