,p,BIC,AIC,HQC
0,0,-5.813359101581825,-5.880259400749795,-5.853174953327863
1,1,-5.800123476094037,-5.884046541698236,-5.850067086476082
2,2,-5.811038334423675,-5.912106112539036,-5.871180925414608
3,3,-5.791546987866743,-5.909882901453967,-5.861960659263765
4,4,-5.815530085044404,-5.951259058878896,-5.8962878298511185
5,5,-5.7942879073014035,-5.947536393439726,-5.885463627459983
6,6,-5.851804399028903,-6.022700402826823,-5.9534729215121835
7,7,-5.865390702684506,-6.054063809381099,-5.977627795958143
8,8,-5.848923589994712,-6.055504991877474,-5.971805980859909
9,9,-5.919408496488857,-6.144031020655219,-6.053013887316515
10,10,-6.280820865369817,-6.523619002100919,-6.425227951737327
11,11,-6.449974993495315,-6.7110849252584215,-6.60526348223758
12,12,-7.270635767902905,-7.550195398999339,-7.4368863955896325
13,13,-7.242354587443316,-7.540503574319295,-7.419649139294946
14,14,-7.239318213693606,-7.55619799593197,-7.42773954294877
15,15,-7.222937736485887,-7.558691568497218,-7.422569784233672
16,16,-7.211979104912276,-7.566752088344521,-7.422906920403051
17,17,-7.1814507601418915,-7.555389877028237,-7.403760521590975
18,18,-7.168034332389893,-7.561288479055206,-7.401813368288787
19,19,-7.1312023845226715,-7.543922406269553,-7.376539195473166
20,20,-7.107378455004354,-7.539717181600466,-7.364362736091329
21,21,-7.114615722095789,-7.566728004084863,-7.383338385815117
22,22,-7.092656903706485,-7.564699649566127,-7.373210103465034
23,23,-7.054618477212811,-7.546750691382985,-7.347095631418182
24,24,-7.129995289836938,-7.6423781116437794,-7.434491106595188
25,25,-7.094910036037454,-7.627706779537905,-7.4115205384777685
26,26,-7.075316451798498,-7.628692646572074,-7.404139004044449
27,27,-7.0657752688074575,-7.639898701722341,-7.4069086026152435
28,28,-7.051173822023498,-7.64621458000507,-7.4047180641083115
29,29,-7.070723579216432,-7.686854093047288,-7.436780279288913
30,30,-7.039352574808297,-7.676747663989758,-7.418024734343853
31,31,-7.029674905367431,-7.688511824073615,-7.421067007132105
32,32,-7.028370082917259,-7.708828567073789,-7.4325881212747
33,33,-7.0129864919849005,-7.7152488075054535,-7.4301380040099785
34,34,-6.973951212891942,-7.698202205106945,-7.40414531031753
35,35,-6.934343209955956,-7.6807703542689625,-7.3776906119804435
36,36,-6.949569796169378,-7.718363249977834,-7.406182863153576
37,37,-6.915056543325678,-7.706409199244102,-7.385049311408917
38,38,-6.8843377225847995,-7.698445263009689,-7.367825939251192
39,39,-6.846905837921787,-7.683966790978967,-7.344006998548917
40,40,-6.832303251418606,-7.692519048335143,-7.343136636842167
41,41,-6.791492327247488,-7.675067361191785,-7.316179042376803
42,42,-6.753652891302805,-7.660794577738045,-7.292315904823565
43,43,-6.714357288416849,-7.645276127014526,-7.267121473618916
44,44,-6.699244507153938,-7.654154145315919,-7.266236683923653
45,45,-6.66433945351025,-7.64345675154953,-7.245688431528317
46,46,-6.633033183903066,-7.636578281935152,-7.228869807090815
47,47,-6.591158822695276,-7.619355209294058,-7.20161601495394
48,48,-6.651287405778682,-7.70436198845256,-7.276500218068231
49,49,-6.602054631992942,-7.680237809539016,-7.242160290799005
50,50,-6.554973710993093,-7.6584994477893265,-7.210111668232607
