,p,BIC,AIC,HQC
0,0,-5.812195683660315,-5.879095982828285,-5.852011535406353
1,1,-5.799125949768497,-5.883049015372696,-5.849069560150542
2,2,-5.812411277509005,-5.913479055624366,-5.872553868499938
3,3,-5.790959961005805,-5.909295874593028,-5.8613736324028265
4,4,-5.81032695802746,-5.9460559318619515,-5.891084702834174
5,5,-5.789582010288825,-5.942830496427147,-5.880757730447405
6,6,-5.8479856774325745,-6.018881681230495,-5.949654199915855
7,7,-5.861094635957841,-6.049767742654434,-5.973331729231478
8,8,-5.846832149497449,-6.053413551380212,-5.969714540362646
9,9,-5.915693871799938,-6.1403163959663,-6.0492992626275965
10,10,-6.279999254666443,-6.522797391397544,-6.4244063410339525
11,11,-6.451248869994883,-6.71235880175799,-6.606537358737149
12,12,-7.2706462005267785,-7.550205831623212,-7.436896828213506
13,13,-7.242363768160417,-7.540512755036397,-7.419658320012047
14,14,-7.239354473328457,-7.556234255566821,-7.427775802583621
15,15,-7.222840628913761,-7.558594460925091,-7.422472676661545
16,16,-7.2118353160046365,-7.566608299436882,-7.422763131495412
17,17,-7.181658397937461,-7.555597514823806,-7.403968159386545
18,18,-7.168706996866781,-7.561961143532095,-7.402486032765675
19,19,-7.131821277727432,-7.5445412994743135,-7.377158088677926
20,20,-7.108923835936499,-7.54126256253261,-7.365908117023474
21,21,-7.116387741136434,-7.568500023125507,-7.3851104048557605
22,22,-7.097707259716112,-7.569750005575755,-7.378260459474662
23,23,-7.059943847375335,-7.552076061545509,-7.352421001580706
24,24,-7.121085816970887,-7.633468638777729,-7.425581633729138
25,25,-7.088821430895138,-7.621618174395588,-7.405431933335452
26,26,-7.071850946419111,-7.625227141192687,-7.4006734986650615
27,27,-7.0674490072902385,-7.641572440205122,-7.4085823410980245
28,28,-7.049832369072157,-7.64487312705373,-7.403376611156971
29,29,-7.0720990644392465,-7.688229578270103,-7.438155764511727
30,30,-7.041639378811891,-7.679034467993352,-7.420311538347447
31,31,-7.031394327763495,-7.690231246469679,-7.42278642952817
32,32,-7.026029503892233,-7.706487988048764,-7.430247542249674
33,33,-7.013662740036521,-7.715925055557074,-7.430814252061599
34,34,-6.9743038317782435,-7.698554823993247,-7.404497929203831
35,35,-6.933406281305989,-7.6798334256189955,-7.3767536833304765
36,36,-6.95119462849898,-7.719988082307436,-7.407807695483179
37,37,-6.919320036876437,-7.710672692794861,-7.389312804959676
38,38,-6.888291695479687,-7.7023992359045765,-7.37177991214608
39,39,-6.849716079183825,-7.686777032241005,-7.346817239810955
40,40,-6.834288352253111,-7.6945041491696475,-7.3451217376766715
41,41,-6.79425407609747,-7.677829110041768,-7.318940791226786
42,42,-6.755970390379737,-7.663112076814977,-7.294633403900497
43,43,-6.71465800594293,-7.6455768445406065,-7.2674221911449965
44,44,-6.698998810597742,-7.653908448759724,-7.2659909873674575
45,45,-6.6642981958833545,-7.643415493922634,-7.245647173901422
46,46,-6.632852818285155,-7.63639791631724,-7.228689441472904
47,47,-6.591056823240943,-7.619253209839725,-7.2015140154996065
48,48,-6.651024299368121,-7.7040988820419996,-7.276237111657671
49,49,-6.601812318681965,-7.679995496228039,-7.241917977488027
50,50,-6.554723944005182,-7.658249680801415,-7.209861901244696
