,p,BIC,AIC,HQC
0,0,-5.812738365705625,-5.879638664873595,-5.852554217451663
1,1,-5.7997553826114645,-5.883678448215663,-5.84969899299351
2,2,-5.810829407108543,-5.911897185223904,-5.870971998099476
3,3,-5.7900357606440425,-5.908371674231266,-5.860449432041064
4,4,-5.810588695866606,-5.946317669701098,-5.8913464406733205
5,5,-5.789535466468059,-5.942783952606381,-5.880711186626638
6,6,-5.8505375076503485,-6.021433511448269,-5.952206030133629
7,7,-5.863604797955291,-6.052277904651884,-5.975841891228928
8,8,-5.848637916922917,-6.05521931880568,-5.971520307788114
9,9,-5.923304723968882,-6.147927248135244,-6.0569101147965405
10,10,-6.288047707084023,-6.530845843815125,-6.432454793451532
11,11,-6.4515791599978085,-6.712689091760915,-6.606867648740074
12,12,-7.270904756841847,-7.5504643879382805,-7.437155384528574
13,13,-7.24268933725754,-7.540838324133519,-7.41998388910917
14,14,-7.239712454161881,-7.556592236400245,-7.428133783417046
15,15,-7.223283220962278,-7.559037052973609,-7.422915268710063
16,16,-7.212887254371658,-7.567660237803904,-7.4238150698624334
17,17,-7.182717154765869,-7.556656271652214,-7.405026916214952
18,18,-7.169832923990509,-7.563087070655823,-7.403611959889403
19,19,-7.132974783217898,-7.545694804964779,-7.378311594168392
20,20,-7.109415341665302,-7.5417540682614135,-7.366399622752277
21,21,-7.114484322937093,-7.566596604926167,-7.38320698665642
22,22,-7.091435576031936,-7.563478321891578,-7.371988775790485
23,23,-7.053481971032772,-7.545614185202946,-7.345959125238143
24,24,-7.116022691246316,-7.628405513053158,-7.420518508004567
25,25,-7.086595982134952,-7.619392725635403,-7.403206484575266
26,26,-7.06636181255548,-7.619738007329056,-7.395184364801431
27,27,-7.062305859315846,-7.63642929223073,-7.403439193123632
28,28,-7.045510506018743,-7.640551264000315,-7.3990547481035565
29,29,-7.068279071866302,-7.684409585697158,-7.434335771938782
30,30,-7.036673720348317,-7.674068809529778,-7.415345879883874
31,31,-7.02808043642036,-7.686917355126544,-7.419472538185035
32,32,-7.028054038440543,-7.708512522597074,-7.432272076797984
33,33,-7.0150166682671,-7.7172789837876525,-7.4321681802921775
34,34,-6.9754027817339885,-7.699653773948992,-7.405596879159576
35,35,-6.935791692852786,-7.6822188371657925,-7.3791390948772735
36,36,-6.95189544707717,-7.7206889008856265,-7.408508514061369
37,37,-6.916823227095541,-7.708175883013966,-7.386815995178781
38,38,-6.887194418788479,-7.701301959213368,-7.370682635454871
39,39,-6.851791985849481,-7.688852938906661,-7.348893146476611
40,40,-6.8410067154700265,-7.701222512386563,-7.351840100893587
41,41,-6.800077681961103,-7.6836527159054,-7.324764397090418
